Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities,Winner,Constituency,State,District,Year,House,Comment
Hitesh Pathak,IND,0,Graduate Professional,32,2622810,0,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Jeevan Chandra Upret,Bharat Ki Lok Jimmedar Party,0,Post Graduate,70,13402465,0,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Prakash Josh,INC,0,Graduate,54,22717985,14929000,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Ramesh Kumar Max,IND,0,Graduate,35,2339080,0,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Shib Singh,Uttarakhand Kranti Dal,0,Post Graduate,59,4020700,0,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Surendra Singh,Bhartiya Shakti Chetna Party,0,12th Pass,49,211650,0,No,NAINITAL-UDHAM SINGH NAGAR,UTTARAKHAND,,2024,Lok Sabha,No Comment
Boby Panwa,IND,8,Graduate Professional,26,146581,160000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Brij Bhushan Karanwal,Bhartiya Rashtriya Ekta Dal,0,Post Graduate,46,74610000,830000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Jot Singh Gunsola,INC,0,Graduate,70,33671009,0,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Mala Rajya Lakshmi Shah,BJP,0,12th Pass,73,2068739424,179000000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Navneet Singh Gosa,Rashtriya Uttarakhand Party,1,Post Graduate,54,33433000,1600000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Nemchand,BSP,0,8th Pass,53,3579963,500000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Prem Dutt Semwal,IND,0,Graduate,50,3041000,80000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Rampal Singh,Peoples Party of India (Democratic),0,Post Graduate,66,28158182,2600000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Sardar Khan Pappu,IND,0,8th Pass,62,3340000,0,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Sudesh Toma,IND,0,Post Graduate,43,1390000,120000,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Vepin Kumar Aggarwal,IND,0,12th Pass,60,19004219,1342822,No,TEHRI GARHWAL,UTTARAKHAND,,2024,Lok Sabha,No Comment
Arjun Indwa,IND,0,Graduate,62,7402202,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Babita Bara,Gana Suraksha Party,0,12th Pass,40,102409,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Binay Murmu,North Bengal Peoples Party,0,8th Pass,41,313700,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Chandan Orao,SUCI(C),0,10th Pass,48,12117,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Manoj Tigga,BJP,6,Graduate,51,5751023,1602698,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Mili Orao,Revolutionary Socialist Party,0,Post Graduate,47,12149423,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Munib Narjinary,BSP,0,Graduate,55,1272000,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Nripendra Narayan Debkarj,Kamatapur People’s Party (United),0,12th Pass,67,1227126,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Parimal Orao,IND,0,Graduate Professional,33,604000,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Prakash Chik Baraik,AITC,1,Graduate,43,2454421,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Rahul Marak,Kisan Mazdoor Sangharsh Party,0,10th Pass,34,73535,0,No,ALIPURDUARS (ST),WEST BENGAL,,2024,Lok Sabha,No Comment
Anta Hansda,BSP,0,Graduate Professional,42,3101603,1310000,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Bakhtiar Mujahit Saha,IND,1,Graduate Professional,37,1210173,0,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Biplab Mitra,AITC,0,Graduate Professional,72,20758532,1259427,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Birendra Nath Mahanta,SUCI(C),0,Graduate Professional,48,5656021,731179,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Biswanath Murmu,Ambedkarite Party of India,0,Post Graduate,31,390000,81000,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Hakim Murmu,IND,0,Post Graduate,32,52639,0,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Joydev Kumar Siddhanta,Revolutionary Socialist Party,0,Graduate,62,5527684,199350,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Md. Sarward,Bhumiputra United Party,0,Post Graduate,58,24542600,392528,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Mozammel Haqu,All India Secular Front,1,Doctorate,54,14735000,3800000,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Narottam Saha,IND,0,Graduate,52,1059397,0,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Ranendra Nath Mal,IND,0,12th Pass,70,152919,0,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Rubel Sarka,Kamatapur Peoples Party (United),0,Post Graduate,28,281000,100000,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Sukanta Majumda,BJP,16,Doctorate,44,12476825,1125114,No,BALURGHAT,WEST BENGAL,,2024,Lok Sabha,No Comment
Amal Das,IND,0,12th Pass,54,553008,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Bidhan Das,IND,0,10th Pass,42,3376900,1920000,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Dilip Chandra Barma,SUCI(C),0,Graduate Professional,44,924120,421438,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Harekrishna Sarka,IND,0,Doctorate,52,10314213,4097600,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Jagadish Chandra Barma Basunia,AITC,1,Graduate Professional,60,26907638,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Kamalesh Barma,IND,0,12th Pass,41,1004067,300000,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Kishore Ray,IND,0,10th Pass,44,3505000,750000,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Nabi Barma,IND,0,10th Pass,32,2100597,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Nisith Pramanik,BJP,14,10th Pass,38,10512699,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Nitish Chandra Roy,All India Forward Bloc,0,Graduate Professional,63,7181048,550000,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Piya Roy Chowdhury,INC,0,Post Graduate,43,10752713,3282032,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Pradip Kumar Roy,Kamatapur People’s Party (United),0,Graduate,59,936404,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Purna Mohan Roy,BSP,0,12th Pass,52,2605500,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Subodh Barma,IND,0,8th Pass,66,3269507,0,No,COOCH BEHAR (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Atasi Biswas,Kisan Mazdoor Sangharsh Party,0,10th Pass,46,10000,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Bandana Ra,IND,0,Post Graduate,45,986198,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Bhupendra Lepcha,IND,0,Graduate Professional,46,30000,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Bishnu Prasad Sharma,IND,4,10th Pass,54,7627219,1331073,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Budharu Roy,Kamatapur Peoples Party (United),1,10th Pass,46,4340642,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Gopal Lama,AITC,0,Post Graduate,70,12078886,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Kalicharan Barma,IND,0,Literate,39,362400,150000,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Khushi Ranjan Mandal,IND,0,12th Pass,66,2952478,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Munish Tamang,INC,0,Doctorate,52,25676575,9187290,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Pradhan Mard,Ambedkarite Party of India,1,5th Pass,32,209941,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Qamrul Haqu,North Bengal People’s Party,0,Post Graduate,48,487664,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Raju Bista,BJP,2,Graduate,38,475357268,2794788,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Shahriar Alam,SUCI(C),0,Graduate Professional,28,801000,0,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Subodh Pakh,Gorkha Rashtriya Congress,0,Post Graduate,60,8039032,484368,No,DARJEELING,WEST BENGAL,,2024,Lok Sabha,No Comment
Adhir Chandra Barma,IND,0,10th Pass,44,2950000,0,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Binod Mallick,BSP,0,12th Pass,60,1457532,280000,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Debraj Barma,CPI(M),2,Post Graduate,36,38989468,0,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Dr Jayanta Kumar Roy,BJP,0,Post Graduate,56,19356558,56196,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Harekrishna Sarka,IND,0,Doctorate,52,10314213,4097600,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Maheswar Barma,IND,0,Post Graduate,46,11100672,56632,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Manabendra Roy,Kamatapur People’s Party (United),0,Post Graduate,48,5402104,2117000,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Nirmal Chandra Roy,AITC,0,Doctorate,61,20748401,644664,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Nirode Chandra Adhikary,IND,0,12th Pass,71,2900000,0,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Ram Prasad Mandal,SUCI(C),0,Post Graduate,38,285745,482200,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Ranjit Barma,Mulnibasi Party of India,0,Graduate Professional,27,1060500,0,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Shipra Ray Hakim,IND,0,Literate,39,87657,0,No,JALPAIGURI (SC),WEST BENGAL,,2024,Lok Sabha,No Comment
Al. Monowara Begam,India Manus Party,0,Literate,49,18125000,0,No,RAIGANJ,WEST BENGAL,,2024,Lok Sabha,No Comment
Ali Imra,IND,0,8th Pass,25,370605,500000,No,RAIGANJ,WEST BENGAL,,2024,Lok Sabha,No Comment
Ali Imran Ramz,INC,3,Graduate Professional,45,38224607,2006660,No,RAIGANJ,WEST BENGAL,,2024,Lok Sabha,No Comment
